Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Overall impulsiveness,Store: Attentional impulsivity,Store: Motor impulsivity,Store: Non-planning impulsivity
11,1720095264767,04/07/2024 12:14:24,1720098864767,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,5)  I feel like I’m missing out on things because I can’t make up my mind soon enough-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
12,1720095264772,04/07/2024 12:14:24,1720098864772,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,6) I feel dizzy,Not At All,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
13,1720095264778,04/07/2024 12:14:24,1720098864778,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,6) I feel dizzy-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
14,1720095264784,04/07/2024 12:14:24,1720098864784,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,7)  My muscles feel weak,Not At All,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
15,1720095264790,04/07/2024 12:14:24,1720098864790,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,7)  My muscles feel weak-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
16,1720095264798,04/07/2024 12:14:24,1720098864798,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,8) I feel trembly and shaky,Not At All,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
17,1720095264805,04/07/2024 12:14:24,1720098864805,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,8) I feel trembly and shaky-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
18,1720095264812,04/07/2024 12:14:24,1720098864812,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,9) I picture some future misfortune,Not At All,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
19,1720095264820,04/07/2024 12:14:24,1720098864820,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,9) I picture some future misfortune-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
20,1720095264828,04/07/2024 12:14:24,1720098864828,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,10) I can’t get some thought out of my mind,Not At All,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
21,1720095264835,04/07/2024 12:14:24,1720098864835,1,04/07/2024 14:14:24,172913,29,questionnaire-nuwz,,38750892,BLIND,11371842,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1366x768,1358x654,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,B,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,10) I can’t get some thought out of my mind-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,12,0,0,0
