Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Overall impulsiveness,Store: Attentional impulsivity,Store: Motor impulsivity,Store: Non-planning impulsivity
11,1720094655261,04/07/2024 12:04:15,1720098255261,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,5)  I feel like I’m missing out on things because I can’t make up my mind soon enough-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
12,1720094655261,04/07/2024 12:04:15,1720098255261,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,6) I feel dizzy,Not At All,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
13,1720094655262,04/07/2024 12:04:15,1720098255262,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,6) I feel dizzy-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
14,1720094655262,04/07/2024 12:04:15,1720098255262,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,7)  My muscles feel weak,A Little,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
15,1720094655262,04/07/2024 12:04:15,1720098255262,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,7)  My muscles feel weak-quantised,2,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
16,1720094655262,04/07/2024 12:04:15,1720098255262,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,8) I feel trembly and shaky,Not At All,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
17,1720094655263,04/07/2024 12:04:15,1720098255263,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,8) I feel trembly and shaky-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
18,1720094655263,04/07/2024 12:04:15,1720098255263,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,9) I picture some future misfortune,Not At All,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
19,1720094655263,04/07/2024 12:04:15,1720098255263,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,9) I picture some future misfortune-quantised,1,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
20,1720094655263,04/07/2024 12:04:15,1720098255263,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,10) I can’t get some thought out of my mind,A Little,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
21,1720094655264,04/07/2024 12:04:15,1720098255264,1,04/07/2024 14:04:15,172913,29,questionnaire-k93d,,38750562,BLIND,11371837,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,State-Trait Inventory for Cognitive and Somatic Anxiety - Trait (STICSA-T) (with scoring),4,F,Consent,eligible,Page 1,b76lbd,1,"Below is a list of statements which can be used to describe how people feel. Beside each statement are four options which indicate the degree with which each statement is self-descriptive of mood at this moment. **Please read each statement carefully and select the option which best indicates how you generally feel, that is, how you feel most of the
time.**",response,10) I can’t get some thought out of my mind-quantised,2,,1) My heart beats fast|2) My muscles are tense|3) I feel agonized over my problems|4) I think that others won’t approve of me|5)  I feel like I’m missing out on things because I can’t make up my mind soon enough|6) I feel dizzy|7)  My muscles feel weak|8) I feel trembly and shaky|9) I picture some future misfortune|10) I can’t get some thought out of my mind|11) I have trouble remembering things|12) Please select A Little for this question|13) My face feels hot|14) I think that the worst will happen|15) My arms and legs feel stiff|16) My throat feels dry|17) I keep busy to avoid uncomfortable thoughts|18)  I cannot concentrate without irrelevant thoughts intruding|19) My breathing is fast and shallow|20) I worry that I cannot control my thoughts as well as I would like to|21) I have butterflies in the stomach|22) My palms feel clammy,STICSA-T,1,object-2,18,0,0,0
