Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1720164958830,05/07/2024 07:35:58,1720168558830,1,05/07/2024 09:35:58,172913,29,questionnaire-a223,,38764065,BLIND,11375529,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720165001438,05/07/2024 07:36:41,1720168601438,1,05/07/2024 09:36:41,172913,29,questionnaire-a223,,38764065,BLIND,11375529,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,END,,,,,
1,1720164982870,05/07/2024 07:36:22,1720168582870,1,05/07/2024 09:36:22,172913,29,questionnaire-a223,,38764075,BLIND,11375531,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x783,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720165027676,05/07/2024 07:37:07,1720168627676,1,05/07/2024 09:37:07,172913,29,questionnaire-a223,,38764075,BLIND,11375531,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x839,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,END,,,,,
1,1720164983065,05/07/2024 07:36:23,1720168583065,1,05/07/2024 09:36:23,172913,29,questionnaire-a223,,38764076,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x724,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720165000465,05/07/2024 07:36:40,1720168600465,1,05/07/2024 09:36:40,172913,29,questionnaire-a223,,38764076,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,END,,,,,
1,1720164991862,05/07/2024 07:36:31,1720168591862,1,05/07/2024 09:36:31,172913,29,questionnaire-a223,,38764079,BLIND,11375533,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720165226283,05/07/2024 07:40:26,1720168826283,1,05/07/2024 09:40:26,172913,29,questionnaire-a223,,38764079,BLIND,11375533,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,END,,,,,
1,1720164992258,05/07/2024 07:36:32,1720168592258,1,05/07/2024 09:36:32,172913,29,questionnaire-a223,,38764080,BLIND,11375534,,complete,,,tablet,undefined K,Android 10,Chrome 126.0.0.0,1280x800,1280x626,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720165089121,05/07/2024 07:38:09,1720168689121,1,05/07/2024 09:38:09,172913,29,questionnaire-a223,,38764080,BLIND,11375534,,complete,,,tablet,undefined K,Android 10,Chrome 126.0.0.0,1280x800,1280x722,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,END,,,,,
1,1720165012816,05/07/2024 07:36:52,1720168612816,1,05/07/2024 09:36:52,172913,29,questionnaire-a223,,38764090,BLIND,11375537,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1024x768,1016x630,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720165023709,05/07/2024 07:37:03,1720168623709,1,05/07/2024 09:37:03,172913,29,questionnaire-a223,,38764090,BLIND,11375537,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1024x768,1016x630,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,END,,,,,
1,1720165140583,05/07/2024 07:39:00,1720168740583,1,05/07/2024 09:39:00,172913,29,questionnaire-a223,,38764124,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720165309868,05/07/2024 07:41:49,1720168909868,1,05/07/2024 09:41:49,172913,29,questionnaire-a223,,38764124,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,END,,,,,
1,1720165948038,05/07/2024 07:52:28,1720169548038,1,05/07/2024 09:52:28,172913,29,questionnaire-a223,,38764286,BLIND,11375583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2560x1305,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720165965099,05/07/2024 07:52:45,1720169565099,1,05/07/2024 09:52:45,172913,29,questionnaire-a223,,38764286,BLIND,11375583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2560x1305,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,END,,,,,
1,1720166906356,05/07/2024 08:08:26,1720170506356,1,05/07/2024 10:08:26,172913,29,questionnaire-a223,,38764511,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720166910169,05/07/2024 08:08:30,1720170510169,1,05/07/2024 10:08:30,172913,29,questionnaire-a223,,38764511,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,END,,,,,
1,1720166963103,05/07/2024 08:09:23,1720170563103,1,05/07/2024 10:09:23,172913,29,questionnaire-a223,,38764527,BLIND,11375648,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x863,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720166979069,05/07/2024 08:09:39,1720170579069,1,05/07/2024 10:09:39,172913,29,questionnaire-a223,,38764527,BLIND,11375648,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x863,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,END,,,,,
1,1720167216527,05/07/2024 08:13:36,1720170816527,1,05/07/2024 10:13:36,172913,29,questionnaire-a223,,38764617,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167287315,05/07/2024 08:14:47,1720170887315,1,05/07/2024 10:14:47,172913,29,questionnaire-a223,,38764617,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,END,,,,,
1,1720167260738,05/07/2024 08:14:20,1720170860738,1,05/07/2024 10:14:20,172913,29,questionnaire-a223,,38764630,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167297780,05/07/2024 08:14:57,1720170897780,1,05/07/2024 10:14:57,172913,29,questionnaire-a223,,38764630,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,END,,,,,
1,1720167388519,05/07/2024 08:16:28,1720170988519,1,05/07/2024 10:16:28,172913,29,questionnaire-a223,,38764682,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167613496,05/07/2024 08:20:13,1720171213496,1,05/07/2024 10:20:13,172913,29,questionnaire-a223,,38764682,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1889,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,END,,,,,
1,1720167484498,05/07/2024 08:18:04,1720171084498,1,05/07/2024 10:18:04,172913,29,questionnaire-a223,,38764728,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167530482,05/07/2024 08:18:50,1720171130482,1,05/07/2024 10:18:50,172913,29,questionnaire-a223,,38764728,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,END,,,,,
1,1720167521999,05/07/2024 08:18:41,1720171121999,1,05/07/2024 10:18:41,172913,29,questionnaire-a223,,38764736,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x786,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167550113,05/07/2024 08:19:10,1720171150113,1,05/07/2024 10:19:10,172913,29,questionnaire-a223,,38764736,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,END,,,,,
1,1720167905085,05/07/2024 08:25:05,1720171505085,1,05/07/2024 10:25:05,172913,29,questionnaire-a223,,38764837,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167936369,05/07/2024 08:25:36,1720171536369,1,05/07/2024 10:25:36,172913,29,questionnaire-a223,,38764837,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,END,,,,,
1,1720168473255,05/07/2024 08:34:33,1720172073255,1,05/07/2024 10:34:33,172913,29,questionnaire-a223,,38765101,BLIND,11375783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720168481512,05/07/2024 08:34:41,1720172081512,1,05/07/2024 10:34:41,172913,29,questionnaire-a223,,38765101,BLIND,11375783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,BEGIN,,,,,
3,1720168668166,05/07/2024 08:37:48,1720172268166,1,05/07/2024 10:37:48,172913,29,questionnaire-a223,,38765101,BLIND,11375783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,END,,,,,
1,1720168491217,05/07/2024 08:34:51,1720172091217,1,05/07/2024 10:34:51,172913,29,questionnaire-a223,,38765118,BLIND,11375785,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1584x990,1584x730,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720168510321,05/07/2024 08:35:10,1720172110321,1,05/07/2024 10:35:10,172913,29,questionnaire-a223,,38765118,BLIND,11375785,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1584x990,1584x730,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,END,,,,,
1,1720168533295,05/07/2024 08:35:33,1720172133295,1,05/07/2024 10:35:33,172913,29,questionnaire-a223,,38765150,BLIND,11375787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1194x834,1194x724,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720168649049,05/07/2024 08:37:29,1720172249049,1,05/07/2024 10:37:29,172913,29,questionnaire-a223,,38765150,BLIND,11375787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1728x1117,1728x994,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,END,,,,,
1,1720169068910,05/07/2024 08:44:28,1720172668910,1,05/07/2024 10:44:28,172913,29,questionnaire-a223,,38765466,BLIND,11375815,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x937,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720169158704,05/07/2024 08:45:58,1720172758704,1,05/07/2024 10:45:58,172913,29,questionnaire-a223,,38765466,BLIND,11375815,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x937,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,END,,,,,
1,1720169338617,05/07/2024 08:48:58,1720172938617,1,05/07/2024 10:48:58,172913,29,questionnaire-a223,,38765604,BLIND,11375840,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,1920x1080,1879x1008,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720169344764,05/07/2024 08:49:04,1720172944764,1,05/07/2024 10:49:04,172913,29,questionnaire-a223,,38765604,BLIND,11375840,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,1920x1080,1879x1008,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,END,,,,,
1,1720169410194,05/07/2024 08:50:10,1720173010194,1,05/07/2024 10:50:10,172913,29,questionnaire-a223,,38765643,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720169894831,05/07/2024 08:58:14,1720173494831,1,05/07/2024 10:58:14,172913,29,questionnaire-a223,,38765643,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,END,,,,,
1,1720169476934,05/07/2024 08:51:16,1720173076934,1,05/07/2024 10:51:16,172913,29,questionnaire-a223,,38765687,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720169588741,05/07/2024 08:53:08,1720173188741,1,05/07/2024 10:53:08,172913,29,questionnaire-a223,,38765687,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,END,,,,,
1,1720170117256,05/07/2024 09:01:57,1720173717256,1,05/07/2024 11:01:57,172913,29,questionnaire-a223,,38765875,BLIND,11375889,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x633,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720170217907,05/07/2024 09:03:37,1720173817907,1,05/07/2024 11:03:37,172913,29,questionnaire-a223,,38765875,BLIND,11375889,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x633,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,END,,,,,
1,1720170266056,05/07/2024 09:04:26,1720173866056,1,05/07/2024 11:04:26,172913,29,questionnaire-a223,,38765947,BLIND,11375902,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1181x664,1073x494,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720170282941,05/07/2024 09:04:42,1720173882941,1,05/07/2024 11:04:42,172913,29,questionnaire-a223,,38765947,BLIND,11375902,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1181x664,1073x494,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,END,,,,,
1,1720170354554,05/07/2024 09:05:54,1720173954554,1,05/07/2024 11:05:54,172913,29,questionnaire-a223,,38765974,BLIND,11375907,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x703,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720170381086,05/07/2024 09:06:21,1720173981086,1,05/07/2024 11:06:21,172913,29,questionnaire-a223,,38765974,BLIND,11375907,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x703,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,END,,,,,
1,1720170800007,05/07/2024 09:13:20,1720174400007,1,05/07/2024 11:13:20,172913,29,questionnaire-a223,,38766085,BLIND,11375929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,2304x1106,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720170899986,05/07/2024 09:14:59,1720174499986,1,05/07/2024 11:14:59,172913,29,questionnaire-a223,,38766085,BLIND,11375929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,2304x1106,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,END,,,,,
1,1720170950581,05/07/2024 09:15:50,1720174550581,1,05/07/2024 11:15:50,172913,29,questionnaire-a223,,38766101,BLIND,11375935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720171358970,05/07/2024 09:22:38,1720174958970,1,05/07/2024 11:22:38,172913,29,questionnaire-a223,,38766101,BLIND,11375935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,END,,,,,
1,1720171328467,05/07/2024 09:22:08,1720174928467,1,05/07/2024 11:22:08,172913,29,questionnaire-a223,,38766211,BLIND,11375966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x678,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720171343350,05/07/2024 09:22:23,1720174943350,1,05/07/2024 11:22:23,172913,29,questionnaire-a223,,38766211,BLIND,11375966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x678,,,0,Information Sheet,3,B,Consent,eligible,,,,,info,,END,,,,,
1,1720171887689,05/07/2024 09:31:27,1720175487689,1,05/07/2024 11:31:27,172913,29,questionnaire-a223,,38766414,BLIND,11376000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720171933000,05/07/2024 09:32:13,1720175533000,1,05/07/2024 11:32:13,172913,29,questionnaire-a223,,38766414,BLIND,11376000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,END,,,,,
1,1720171963649,05/07/2024 09:32:43,1720175563649,1,05/07/2024 11:32:43,172913,29,questionnaire-a223,,38766440,BLIND,11376005,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,2926x1646,1011x962,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720171978855,05/07/2024 09:32:58,1720175578855,1,05/07/2024 11:32:58,172913,29,questionnaire-a223,,38766440,BLIND,11376005,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,2926x1646,1011x962,,,0,Information Sheet,3,F,Consent,eligible,,,,,info,,END,,,,,
1,1720172160790,05/07/2024 09:36:00,1720175760790,1,05/07/2024 11:36:00,172913,29,questionnaire-a223,,38766473,BLIND,11376009,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720172206690,05/07/2024 09:36:46,1720175806690,1,05/07/2024 11:36:46,172913,29,questionnaire-a223,,38766473,BLIND,11376009,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,END,,,,,
1,1720172314225,05/07/2024 09:38:34,1720175914225,1,05/07/2024 11:38:34,172913,29,questionnaire-a223,,38766539,BLIND,11376027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x945,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720172927118,05/07/2024 09:48:47,1720176527118,1,05/07/2024 11:48:47,172913,29,questionnaire-a223,,38766539,BLIND,11376027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x945,,,0,Information Sheet,3,A,Consent,eligible,,,,,info,,END,,,,,
1,1720172385476,05/07/2024 09:39:45,1720175985476,1,05/07/2024 11:39:45,172913,29,questionnaire-a223,,38766560,BLIND,11376033,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720172392267,05/07/2024 09:39:52,1720175992267,1,05/07/2024 11:39:52,172913,29,questionnaire-a223,,38766560,BLIND,11376033,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,END,,,,,
1,1720172746436,05/07/2024 09:45:46,1720176346436,1,05/07/2024 11:45:46,172913,29,questionnaire-a223,,38766699,BLIND,11376071,,complete,,,computer,Desktop or Laptop,Mac OS 13.0.1,Chrome 107.0.0.0,1440x900,1200x744,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720172916911,05/07/2024 09:48:36,1720176516911,1,05/07/2024 11:48:36,172913,29,questionnaire-a223,,38766699,BLIND,11376071,,complete,,,computer,Desktop or Laptop,Mac OS 13.0.1,Chrome 107.0.0.0,1440x900,1200x744,,,0,Information Sheet,3,C,Consent,eligible,,,,,info,,END,,,,,
1,1720173973174,05/07/2024 10:06:13,1720177573174,1,05/07/2024 12:06:13,172913,29,questionnaire-a223,,38767119,BLIND,11376158,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720174042579,05/07/2024 10:07:22,1720177642579,1,05/07/2024 12:07:22,172913,29,questionnaire-a223,,38767119,BLIND,11376158,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Information Sheet,3,D,Consent,eligible,,,,,info,,END,,,,,
1,1720174020394,05/07/2024 10:07:00,1720177620394,1,05/07/2024 12:07:00,172913,29,questionnaire-a223,,38767128,BLIND,11376160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x626,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720174032190,05/07/2024 10:07:12,1720177632190,1,05/07/2024 12:07:12,172913,29,questionnaire-a223,,38767128,BLIND,11376160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x626,,,0,Information Sheet,3,E,Consent,eligible,,,,,info,,END,,,,,
