Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1720166707636,05/07/2024 08:05:07,1720170307636,1,05/07/2024 10:05:07,172913,29,questionnaire-y173,,38764468,BLIND,11375529,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720166710279,05/07/2024 08:05:10,1720170310279,1,05/07/2024 10:05:10,172913,29,questionnaire-y173,,38764468,BLIND,11375529,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,414x896,414x714,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,END,,,,,
1,1720168419633,05/07/2024 08:33:39,1720172019633,1,05/07/2024 10:33:39,172913,29,questionnaire-y173,,38765059,BLIND,11375531,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x783,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720168420433,05/07/2024 08:33:40,1720172020433,1,05/07/2024 10:33:40,172913,29,questionnaire-y173,,38765059,BLIND,11375531,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x783,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,END,,,,,
1,1720166919676,05/07/2024 08:08:39,1720170519676,1,05/07/2024 10:08:39,172913,29,questionnaire-y173,,38764514,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x724,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720166930658,05/07/2024 08:08:50,1720170530658,1,05/07/2024 10:08:50,172913,29,questionnaire-y173,,38764514,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x724,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,END,,,,,
1,1720167125512,05/07/2024 08:12:05,1720170725512,1,05/07/2024 10:12:05,172913,29,questionnaire-y173,,38764582,BLIND,11375533,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167130905,05/07/2024 08:12:10,1720170730905,1,05/07/2024 10:12:10,172913,29,questionnaire-y173,,38764582,BLIND,11375533,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,END,,,,,
1,1720167222239,05/07/2024 08:13:42,1720170822239,1,05/07/2024 10:13:42,172913,29,questionnaire-y173,,38764618,BLIND,11375534,,complete,,,tablet,undefined K,Android 10,Chrome 126.0.0.0,800x1280,800x1106,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167227110,05/07/2024 08:13:47,1720170827110,1,05/07/2024 10:13:47,172913,29,questionnaire-y173,,38764618,BLIND,11375534,,complete,,,tablet,undefined K,Android 10,Chrome 126.0.0.0,800x1280,800x1106,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,END,,,,,
1,1720167257609,05/07/2024 08:14:17,1720170857609,1,05/07/2024 10:14:17,172913,29,questionnaire-y173,,38764629,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167260570,05/07/2024 08:14:20,1720170860570,1,05/07/2024 10:14:20,172913,29,questionnaire-y173,,38764629,BLIND,11375545,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,390x844,390x663,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,END,,,,,
1,1720167263833,05/07/2024 08:14:23,1720170863833,1,05/07/2024 10:14:23,172913,29,questionnaire-y173,,38764631,BLIND,11375537,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1024x768,1016x630,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167271019,05/07/2024 08:14:31,1720170871019,1,05/07/2024 10:14:31,172913,29,questionnaire-y173,,38764631,BLIND,11375537,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1024x768,1016x630,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,END,,,,,
1,1720167424492,05/07/2024 08:17:04,1720171024492,1,05/07/2024 10:17:04,172913,29,questionnaire-y173,,38764698,BLIND,11375583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2560x1305,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167427931,05/07/2024 08:17:07,1720171027931,1,05/07/2024 10:17:07,172913,29,questionnaire-y173,,38764698,BLIND,11375583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2560x1305,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,END,,,,,
1,1720168469014,05/07/2024 08:34:29,1720172069014,1,05/07/2024 10:34:29,172913,29,questionnaire-y173,,38765104,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720168471380,05/07/2024 08:34:31,1720172071380,1,05/07/2024 10:34:31,172913,29,questionnaire-y173,,38765104,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,END,,,,,
1,1720168481182,05/07/2024 08:34:41,1720172081182,1,05/07/2024 10:34:41,172913,29,questionnaire-y173,,38765111,BLIND,11375648,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x863,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720168499445,05/07/2024 08:34:59,1720172099445,1,05/07/2024 10:34:59,172913,29,questionnaire-y173,,38765111,BLIND,11375648,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x863,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,END,,,,,
1,1720168866619,05/07/2024 08:41:06,1720172466619,1,05/07/2024 10:41:06,172913,29,questionnaire-y173,,38765359,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Consent Form end (Clone),1,A,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720168869376,05/07/2024 08:41:09,1720172469376,1,05/07/2024 10:41:09,172913,29,questionnaire-y173,,38765359,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Consent Form end (Clone),1,A,Consent,eligible,,,,,info,,END,,,,,
1,1720169191701,05/07/2024 08:46:31,1720172791701,1,05/07/2024 10:46:31,172913,29,questionnaire-y173,,38765528,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x786,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720169199993,05/07/2024 08:46:39,1720172799993,1,05/07/2024 10:46:39,172913,29,questionnaire-y173,,38765528,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x786,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,END,,,,,
1,1720169285368,05/07/2024 08:48:05,1720172885368,1,05/07/2024 10:48:05,172913,29,questionnaire-y173,,38765574,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720169294888,05/07/2024 08:48:14,1720172894888,1,05/07/2024 10:48:14,172913,29,questionnaire-y173,,38765574,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,END,,,,,
1,1720169345276,05/07/2024 08:49:05,1720172945276,1,05/07/2024 10:49:05,172913,29,questionnaire-y173,,38765607,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720169348687,05/07/2024 08:49:08,1720172948687,1,05/07/2024 10:49:08,172913,29,questionnaire-y173,,38765607,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,END,,,,,
1,1720169926615,05/07/2024 08:58:46,1720173526615,1,05/07/2024 10:58:46,172913,29,questionnaire-y173,,38765836,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720169930420,05/07/2024 08:58:50,1720173530420,1,05/07/2024 10:58:50,172913,29,questionnaire-y173,,38765836,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,END,,,,,
1,1720170087920,05/07/2024 09:01:27,1720173687920,1,05/07/2024 11:01:27,172913,29,questionnaire-y173,,38765889,BLIND,11375785,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1584x990,1584x730,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720170090114,05/07/2024 09:01:30,1720173690114,1,05/07/2024 11:01:30,172913,29,questionnaire-y173,,38765889,BLIND,11375785,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1584x990,1584x730,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,END,,,,,
1,1720170161821,05/07/2024 09:02:41,1720173761821,1,05/07/2024 11:02:41,172913,29,questionnaire-y173,,38765905,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720170167329,05/07/2024 09:02:47,1720173767329,1,05/07/2024 11:02:47,172913,29,questionnaire-y173,,38765905,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,END,,,,,
1,1720170717888,05/07/2024 09:11:57,1720174317888,1,05/07/2024 11:11:57,172913,29,questionnaire-y173,,38766061,BLIND,11375815,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x937,,,0,Consent Form end (Clone),1,A,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720170722018,05/07/2024 09:12:02,1720174322018,1,05/07/2024 11:12:02,172913,29,questionnaire-y173,,38766061,BLIND,11375815,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x937,,,0,Consent Form end (Clone),1,A,Consent,eligible,,,,,info,,END,,,,,
1,1720170774380,05/07/2024 09:12:54,1720174374380,1,05/07/2024 11:12:54,172913,29,questionnaire-y173,,38766077,BLIND,11375840,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,1920x1080,1879x1008,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720170776412,05/07/2024 09:12:56,1720174376412,1,05/07/2024 11:12:56,172913,29,questionnaire-y173,,38766077,BLIND,11375840,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,1920x1080,1879x1008,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,END,,,,,
1,1720170801944,05/07/2024 09:13:21,1720174401944,1,05/07/2024 11:13:21,172913,29,questionnaire-y173,,38766083,BLIND,11375787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1728x1117,1728x994,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720170806423,05/07/2024 09:13:26,1720174406423,1,05/07/2024 11:13:26,172913,29,questionnaire-y173,,38766083,BLIND,11375787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1728x1117,1728x994,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,END,,,,,
1,1720171285284,05/07/2024 09:21:25,1720174885284,1,05/07/2024 11:21:25,172913,29,questionnaire-y173,,38766199,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720171288178,05/07/2024 09:21:28,1720174888178,1,05/07/2024 11:21:28,172913,29,questionnaire-y173,,38766199,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,END,,,,,
1,1720171448514,05/07/2024 09:24:08,1720175048514,1,05/07/2024 11:24:08,172913,29,questionnaire-y173,,38766280,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1460x766,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720171451963,05/07/2024 09:24:11,1720175051963,1,05/07/2024 11:24:11,172913,29,questionnaire-y173,,38766280,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1460x766,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,END,,,,,
1,1720171864246,05/07/2024 09:31:04,1720175464246,1,05/07/2024 11:31:04,172913,29,questionnaire-y173,,38766404,BLIND,11375907,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x703,,,0,Consent Form end (Clone),1,A,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720171865738,05/07/2024 09:31:05,1720175465738,1,05/07/2024 11:31:05,172913,29,questionnaire-y173,,38766404,BLIND,11375907,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x703,,,0,Consent Form end (Clone),1,A,Consent,eligible,,,,,info,,END,,,,,
1,1720172237155,05/07/2024 09:37:17,1720175837155,1,05/07/2024 11:37:17,172913,29,questionnaire-y173,,38766508,BLIND,11375783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720172244083,05/07/2024 09:37:24,1720175844083,1,05/07/2024 11:37:24,172913,29,questionnaire-y173,,38766508,BLIND,11375783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,END,,,,,
1,1720172362341,05/07/2024 09:39:22,1720175962341,1,05/07/2024 11:39:22,172913,29,questionnaire-y173,,38766554,BLIND,11375902,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1181x664,1073x494,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720172365884,05/07/2024 09:39:25,1720175965884,1,05/07/2024 11:39:25,172913,29,questionnaire-y173,,38766554,BLIND,11375902,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1181x664,1073x494,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,END,,,,,
1,1720172657330,05/07/2024 09:44:17,1720176257330,1,05/07/2024 11:44:17,172913,29,questionnaire-y173,,38766654,BLIND,11375889,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1517x703,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720172666123,05/07/2024 09:44:26,1720176266123,1,05/07/2024 11:44:26,172913,29,questionnaire-y173,,38766654,BLIND,11375889,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1517x703,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,END,,,,,
1,1720173941870,05/07/2024 10:05:41,1720177541870,1,05/07/2024 12:05:41,172913,29,questionnaire-y173,,38767107,BLIND,11375929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1920x922,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720173951900,05/07/2024 10:05:51,1720177551900,1,05/07/2024 12:05:51,172913,29,questionnaire-y173,,38767107,BLIND,11375929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1920x922,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,END,,,,,
1,1720174865246,05/07/2024 10:21:05,1720178465246,1,05/07/2024 12:21:05,172913,29,questionnaire-y173,,38767338,BLIND,11375935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720174871578,05/07/2024 10:21:11,1720178471578,1,05/07/2024 12:21:11,172913,29,questionnaire-y173,,38767338,BLIND,11375935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,END,,,,,
1,1720173375494,05/07/2024 09:56:15,1720176975494,1,05/07/2024 11:56:15,172913,29,questionnaire-y173,,38766854,BLIND,11375966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x678,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720173380935,05/07/2024 09:56:20,1720176980935,1,05/07/2024 11:56:20,172913,29,questionnaire-y173,,38766854,BLIND,11375966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x678,,,0,Consent Form end (Clone),1,B,Consent,eligible,,,,,info,,END,,,,,
1,1720173924291,05/07/2024 10:05:24,1720177524291,1,05/07/2024 12:05:24,172913,29,questionnaire-y173,,38767097,BLIND,11376000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720173928326,05/07/2024 10:05:28,1720177528326,1,05/07/2024 12:05:28,172913,29,questionnaire-y173,,38767097,BLIND,11376000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,END,,,,,
1,1720174144692,05/07/2024 10:09:04,1720177744692,1,05/07/2024 12:09:04,172913,29,questionnaire-y173,,38767184,BLIND,11376005,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,2926x1646,1011x962,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720174146149,05/07/2024 10:09:06,1720177746149,1,05/07/2024 12:09:06,172913,29,questionnaire-y173,,38767184,BLIND,11376005,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,2926x1646,1011x962,,,0,Consent Form end (Clone),1,F,Consent,eligible,,,,,info,,END,,,,,
1,1720174936655,05/07/2024 10:22:16,1720178536655,1,05/07/2024 12:22:16,172913,29,questionnaire-y173,,38767520,BLIND,11376071,,complete,,,computer,Desktop or Laptop,Mac OS 13.0.1,Chrome 107.0.0.0,1440x900,1200x744,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720174942930,05/07/2024 10:22:22,1720178542930,1,05/07/2024 12:22:22,172913,29,questionnaire-y173,,38767520,BLIND,11376071,,complete,,,computer,Desktop or Laptop,Mac OS 13.0.1,Chrome 107.0.0.0,1440x900,1200x744,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,END,,,,,
1,1720175790971,05/07/2024 10:36:30,1720179390971,1,05/07/2024 12:36:30,172913,29,questionnaire-y173,,38767808,BLIND,11376164,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1920x879,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720175794666,05/07/2024 10:36:34,1720179394666,1,05/07/2024 12:36:34,172913,29,questionnaire-y173,,38767808,BLIND,11376164,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1920x879,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,END,,,,,
1,1720175806740,05/07/2024 10:36:46,1720179406740,1,05/07/2024 12:36:46,172913,29,questionnaire-y173,,38767815,BLIND,11376158,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720175810558,05/07/2024 10:36:50,1720179410558,1,05/07/2024 12:36:50,172913,29,questionnaire-y173,,38767815,BLIND,11376158,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form end (Clone),1,D,Consent,eligible,,,,,info,,END,,,,,
1,1720176054080,05/07/2024 10:40:54,1720179654080,1,05/07/2024 12:40:54,172913,29,questionnaire-y173,,38767824,BLIND,11376009,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form end (Clone),1,A,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720176065454,05/07/2024 10:41:05,1720179665454,1,05/07/2024 12:41:05,172913,29,questionnaire-y173,,38767824,BLIND,11376009,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form end (Clone),1,A,Consent,eligible,,,,,info,,END,,,,,
1,1720176127233,05/07/2024 10:42:07,1720179727233,1,05/07/2024 12:42:07,172913,29,questionnaire-y173,,38767943,BLIND,11376160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x626,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720176151743,05/07/2024 10:42:31,1720179751743,1,05/07/2024 12:42:31,172913,29,questionnaire-y173,,38767943,BLIND,11376160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x626,,,0,Consent Form end (Clone),1,E,Consent,eligible,,,,,info,,END,,,,,
1,1720176152552,05/07/2024 10:42:32,1720179752552,1,05/07/2024 12:42:32,172913,29,questionnaire-y173,,38767959,BLIND,11376033,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form end (Clone),1,C,Consent,eligible,,,,,info,,BEGIN,,,,,
