Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1720165578133,05/07/2024 07:46:18,1720169178133,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£65 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,6,object-10
12,1720165578134,05/07/2024 07:46:18,1720169178134,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£85 for sure,,"£85 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,7,object-14
13,1720165578135,05/07/2024 07:46:18,1720169178135,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£85 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,7,object-14
14,1720165578135,05/07/2024 07:46:18,1720169178135,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£100 for sure,,"£100 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,8,object-17
15,1720165578136,05/07/2024 07:46:18,1720169178136,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£100 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,8,object-17
16,1720165578136,05/07/2024 07:46:18,1720169178136,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,Please select this option for this question.,,"Please select this option for this question.|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,9,object-23
17,1720165578137,05/07/2024 07:46:18,1720169178137,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"Please select this option for this question.|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,9,object-23
18,1720165578138,05/07/2024 07:46:18,1720169178138,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£75 for sure,,"£75 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,10,object-12
19,1720165578139,05/07/2024 07:46:18,1720169178139,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£75 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,10,object-12
20,1720165578139,05/07/2024 07:46:18,1720169178139,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£95 for sure,,"£95 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,11,object-16
21,1720165578140,05/07/2024 07:46:18,1720169178140,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£95 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,11,object-16
22,1720165578141,05/07/2024 07:46:18,1720169178141,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£80 for sure,,"£80 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,12,object-13
23,1720165578142,05/07/2024 07:46:18,1720169178142,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£80 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,12,object-13
24,1720165578142,05/07/2024 07:46:18,1720169178142,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£90 for sure,,"£90 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,13,object-15
25,1720165578143,05/07/2024 07:46:18,1720169178143,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£90 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,13,object-15
26,1720165578144,05/07/2024 07:46:18,1720169178144,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£105 for sure,,"£105 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,14,object-18
27,1720165578144,05/07/2024 07:46:18,1720169178144,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£105 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,14,object-18
28,1720165578145,05/07/2024 07:46:18,1720169178145,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£120 for sure,,"£120 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,15,object-21
29,1720165578146,05/07/2024 07:46:18,1720169178146,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£120 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,15,object-21
30,1720165578147,05/07/2024 07:46:18,1720169178147,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£110 for sure,,"£110 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,16,object-19
31,1720165578148,05/07/2024 07:46:18,1720169178148,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£110 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,16,object-19
32,1720165578149,05/07/2024 07:46:18,1720169178149,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£115 for sure,,"£115 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,17,object-20
33,1720165578150,05/07/2024 07:46:18,1720169178150,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£115 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,17,object-20
34,1720165578151,05/07/2024 07:46:18,1720169178151,1,05/07/2024 09:46:18,172913,29,questionnaire-lnn5,,38764211,BLIND,11375532,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x869,412x780,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,,,,,info,,END,,,,,
1,1720167201725,05/07/2024 08:13:21,1720170801725,1,05/07/2024 10:13:21,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,,,,,info,,BEGIN,,,,,
2,1720167274687,05/07/2024 08:14:34,1720170874687,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£50 for sure,,"£50 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,2,object-5
3,1720167274688,05/07/2024 08:14:34,1720170874688,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£50 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,2,object-5
4,1720167274688,05/07/2024 08:14:34,1720170874688,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£60 for sure,,"£60 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,3,object-9
5,1720167274688,05/07/2024 08:14:34,1720170874688,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£60 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,3,object-9
6,1720167274688,05/07/2024 08:14:34,1720170874688,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£70 for sure,,"£70 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,4,object-11
7,1720167274689,05/07/2024 08:14:34,1720170874689,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£70 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,4,object-11
8,1720167274689,05/07/2024 08:14:34,1720170874689,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£55 for sure,,"£55 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,5,object-8
9,1720167274689,05/07/2024 08:14:34,1720170874689,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£55 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,5,object-8
10,1720167274689,05/07/2024 08:14:34,1720170874689,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£65 for sure,,"£65 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,6,object-10
11,1720167274690,05/07/2024 08:14:34,1720170874690,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£65 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,6,object-10
12,1720167274690,05/07/2024 08:14:34,1720170874690,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£85 for sure,,"£85 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,7,object-14
13,1720167274690,05/07/2024 08:14:34,1720170874690,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£85 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,7,object-14
14,1720167274691,05/07/2024 08:14:34,1720170874691,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£100 for sure,,"£100 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,8,object-17
15,1720167274691,05/07/2024 08:14:34,1720170874691,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£100 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,8,object-17
16,1720167274691,05/07/2024 08:14:34,1720170874691,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,Please select this option for this question.,,"Please select this option for this question.|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,9,object-23
17,1720167274692,05/07/2024 08:14:34,1720170874692,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"Please select this option for this question.|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,9,object-23
18,1720167274692,05/07/2024 08:14:34,1720170874692,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£75 for sure,,"£75 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,10,object-12
19,1720167274692,05/07/2024 08:14:34,1720170874692,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£75 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,10,object-12
20,1720167274692,05/07/2024 08:14:34,1720170874692,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£95 for sure,,"£95 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,11,object-16
21,1720167274693,05/07/2024 08:14:34,1720170874693,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£95 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,11,object-16
22,1720167274693,05/07/2024 08:14:34,1720170874693,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,value,£80 for sure,,"£80 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,12,object-13
23,1720167274694,05/07/2024 08:14:34,1720170874694,1,05/07/2024 10:14:34,172913,29,questionnaire-lnn5,,38764611,BLIND,11375644,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x788,,,0,Risk Aversion Questionnaire with attention check (8),4,E,Consent,eligible,Page 1,1tzszw,1,Which do you prefer?,response,quantised,1,,"£80 for sure|A fair coin flip in which you get £200 if it is heads, £0 if it is tails.",Multiple Choice,12,object-13
